product_name,ingredients_text,ingredients_tags,ingredients_analysis_tags,labels_tags,allergens_tags,categories_tags,nutriscore_grade,quantity,brands,index,ingredients_main_text_only,ingredients_tags_fr
Eau minérale,"[{'lang': 'main', 'text': 'Composition chimique mg/ التركيب الكمياني مح أن 74,2 CALCIUM POTASSIUM 0,9 MAGNESIUM مغنيزيوم 23,4 3,3 323 Clig SODIUM BICARBONATES SULFATES 20,4 سولفات CHLORURES 6,9 SILICE 6,3'}
 {'lang': 'fr', 'text': 'Composition chimique mg/ التركيب الكمياني مح أن 74,2 CALCIUM POTASSIUM 0,9 MAGNESIUM مغنيزيوم 23,4 3,3 323 Clig SODIUM BICARBONATES SULFATES 20,4 سولفات CHLORURES 6,9 SILICE 6,3'}
 {'lang': 'fr', 'text': 'Composition chimique mg/ التركيب الكمياني مح أن 74,2 CALCIUM POTASSIUM 0,9 MAGNESIUM مغنيزيوم 23,4 3,3 323 Clig SODIUM BICARBONATES SULFATES 20,4 سولفات CHLORURES 6,9 SILICE 6,3'}]","['fr:composition-chimique-mg'
 'fr:التركيب-الكمياني-مح-أن-74-2-calcium-potassium-0-9-magnesium-مغنيزيوم-23-4-3-3-323-clig-sodium-bicarbonates-sulfates-20-4-سولفات-chlorures-6-9-silice-6-3']","['en:palm-oil-content-unknown' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",[],[],"['en:beverages-and-beverages-preparations' 'en:beverages' 'en:waters'
 'en:spring-waters' 'en:mineral-waters' 'en:natural-mineral-waters']",a,,,17179870700,composition chimique mg calcium potassium magnesium clig sodium bicarbonates sulfates chlorures silice ,composition chimique mg calcium potassium magnesium clig sodium bicarbonates sulfates chlorures silice 
Sauce Piquante,"[{'lang': 'main', 'text': 'piments rouges forts, sel, vinaigre de table, eau, vinaigre de table, épices, huile de soja, stabilisant E-415, colorant E-124'}
 {'lang': 'fr', 'text': 'piments rouges forts, sel, vinaigre de table, eau, vinaigre de table, épices, huile de soja, stabilisant E-415, colorant E-124'}
 {'lang': 'fr', 'text': 'piments rouges forts, sel, vinaigre de table, eau, vinaigre de table, épices, huile de soja, stabilisant E-415, colorant E-124'}]","['fr:piments-rouges-forts' 'en:salt' 'en:table-vinegar' 'en:vinegar'
 'en:water' 'en:spice' 'en:condiment' 'en:soya-oil' 'en:oil-and-fat'
 'en:vegetable-oil-and-fat' 'en:vegetable-oil' 'en:stabiliser' 'en:colour'
 'en:e415' 'en:e124']","['en:palm-oil-free' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",[],['en:soybeans'],"['en:condiments' 'en:meats-and-their-products' 'en:meats' 'en:sauces'
 'en:boeuf' 'en:epicerie' 'en:groceries' 'en:langues-de-boeuf'
 'en:langues-de-boeuf-sauce-piquante' 'en:preparations-de-viande'
 'en:preparations-de-viande-bovine' 'fr:sauces-piquantes']",a,,Star,17179870703,piments rouges forts sel vinaigre de table eau vinaigre de table pices huile de soja stabilisant e colorant e ,piments rouges forts
Beat Fromage Blanc (Régime),"[{'lang': 'main', 'text': 'Lait de vache pasteurisé, ferments lactiques présure, Sel.'}
 {'lang': 'fr', 'text': 'Lait de vache pasteurisé, ferments lactiques présure, Sel.'}
 {'lang': 'fr', 'text': 'Lait de vache pasteurisé, ferments lactiques présure, Sel.'}]","['en:pasteurised-cow-s-milk' 'en:dairy' 'en:milk' 'en:pasteurised-milk'
 'en:cow-s-milk' 'fr:ferments-lactiques-presure' 'en:salt']","['en:palm-oil-content-unknown' 'en:non-vegan'
 'en:vegetarian-status-unknown']",,['en:milk'],['fr:fromage-blanc-regime' 'fr:fromage-blanc-regime'],unknown,200g,,17179870726,lait de vache pasteuris ferments lactiques prsure sel,ferments lactiques presure
Kiri,"[{'lang': 'main', 'text': ""Fromage blanc (4% de crème), eau, protéines de lait, matière grasse laitière, sels de fonte: polyphosphates, phosphates de calcium, citrates de sodium, sel, épaississant: carraghénane. 58% de matière grasse sur l'extrait sec.""}
 {'lang': 'fr', 'text': '<span class=""allergen"">Fromage blanc</span> (4% de crème), eau, <span class=""allergen"">protéines de lait</span>, matière grasse laitière, sels de fonte: polyphosphates, phosphates de calcium, citrates de sodium, sel, épaississant: carraghénane. 58% de matière grasse sur l\'extrait sec.'}
 {'lang': 'fr', 'text': ""Fromage blanc (4% de crème), eau, protéines de lait, matière grasse laitière, sels de fonte: polyphosphates, phosphates de calcium, citrates de sodium, sel, épaississant: carraghénane. 58% de matière grasse sur l'extrait sec.""}]","['en:fromage-blanc' 'en:dairy' 'en:cheese' 'en:water' 'en:milk-proteins'
 'en:protein' 'en:animal-protein' 'en:milkfat' 'en:oil-and-fat' 'en:fat'
 'en:emulsifying-salts' 'en:e341' 'en:e331' 'en:salt' 'en:thickener'
 'en:cream' 'en:e452' 'en:e407' 'fr:matiere-grasse-sur-l-extrait-sec']",['en:palm-oil-free' 'en:non-vegan' 'en:vegetarian-status-unknown'],['fr:kiri'],['en:milk'],"['en:dairies' 'en:fermented-foods' 'en:fermented-milk-products'
 'en:cheeses' 'en:spreads' 'en:salted-spreads' 'en:cheese-spreads'
 'fr:enportions' 'fr:fromages-en-portions']",d,576 g,"Bel,Kiri",17179870727,fromage blanc de crme eau protines de lait matire grasse laitire sels de fonte polyphosphates phosphates de calcium citrates de sodium sel paississant carraghnane de matire grasse sur lextrait sec,matiere grasse sur l extrait sec
GOLD CAFÉ SOLUBLE INSTANT COFFEE,"[{'lang': 'main', 'text': 'معلومات غذائية Información nutricional 100g/ 100 JI 2g/ 2s 25 kJ Energía'}
 {'lang': 'fr', 'text': 'معلومات غذائية Información nutricional 100g/ 100 JI 2g/ 2s 25 kJ Energía'}
 {'lang': 'fr', 'text': 'معلومات غذائية Información nutricional 100g/ 100 JI 2g/ 2s 25 kJ Energía'}]","['fr:معلومات-غذائية-informacion-nutricional' 'fr:100-ji'
 'fr:2s-25-kj-energia']","['en:palm-oil-content-unknown' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",[],[],"['en:plant-based-foods-and-beverages' 'en:beverages'
 'en:plant-based-foods' 'en:coffees' 'en:instant-beverages'
 'en:instant-coffees']",unknown,200 g,ESTRELLA de ORO,17179870734, informacin nutricional g ji g s kj energa, informacion nutricional ji s kj energia
Mayonnaise,"[{'lang': 'main', 'text': 'nthane, arome, : beta-carotene'}
 {'lang': 'ar', 'text': 'زيت الكولزا ماء خل المائدة اصفر البيض نشا الذره معدل ملح سكر مثخن صمغ الزانثان مادة حافظة سوريات البوتاسيوم عصير مركز الليمون حامض الستريك ونكهات'}
 {'lang': 'fr', 'text': 'nthane, arome, : beta-carotene'}
 {'lang': 'fr', 'text': 'nthane, arome, : beta-carotene'}
 {'lang': 'ar', 'text': 'زيت الكولزا ماء خل المائدة اصفر البيض نشا الذره معدل ملح سكر مثخن صمغ الزانثان مادة حافظة سوريات البوتاسيوم عصير مركز الليمون حامض الستريك ونكهات'}]",['fr:nthane' 'en:flavouring' 'en:e160ai' 'en:e160a'],"['en:may-contain-palm-oil' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",,[],,unknown,,,17179870741,nthane arome beta carotene,nthane
Chicorée soluble nature,"[{'lang': 'main', 'text': '100% chicorée soluble'}
 {'lang': 'es', 'text': '100% achicoria soluble.'}
 {'lang': 'fr', 'text': '100% chicorée soluble'}
 {'lang': 'en', 'text': '100% soluble chicory'}
 {'lang': 'fr', 'text': '100% chicorée soluble'}
 {'lang': 'es', 'text': '100% achicoria soluble.'}
 {'lang': 'en', 'text': '100% soluble chicory'}]",['fr:chicoree-soluble' 'en:vegetable' 'en:shoot-vegetable' 'en:chicory'],['en:palm-oil-free' 'en:vegan' 'en:vegetarian'],"['en:no-gluten' 'en:source-of-fibre' 'en:high-fibres' 'en:no-caffeine'
 'fr:pme-plus' 'fr:triman']",[],"['en:beverages-and-beverages-preparations'
 'en:plant-based-foods-and-beverages' 'en:beverages'
 'en:plant-based-foods' 'en:breakfasts' 'en:hot-beverages'
 'en:plant-based-beverages' 'en:beverage-preparations'
 'en:instant-beverages' 'en:instant-coffee-substitutes'
 'en:instant-chicory' 'es:achicoria' 'fr:chicoree']",unknown,200 g,Leroux,17179870747, chicore soluble,chicoree soluble
Sprite citron menthe,"[{'lang': 'main', 'text': 'Carbonated water, sugar, acidifiers: E330, E331; emulsifiers: E414, E444, E471; preservatives: E202, E211, E385; natural and nature-identical flavourings, sweeteners: E950, E955; colours: E104, E133.'}
 {'lang': 'fr', 'text': 'Carbonated water, sugar, acidifiers: E330, E331; emulsifiers: E414, E444, E471; preservatives: E202, E211, E385; natural and nature-identical flavourings, sweeteners: E950, E955; colours: E104, E133.'}
 {'lang': 'fr', 'text': 'Carbonated water, sugar, acidifiers: E330, E331; emulsifiers: E414, E444, E471; preservatives: E202, E211, E385; natural and nature-identical flavourings, sweeteners: E950, E955; colours: E104, E133.'}]","['fr:carbonated-water' 'fr:sugar' 'fr:acidifiers' 'en:e331'
 'fr:emulsifiers' 'en:e444' 'en:e471' 'fr:preservatives' 'en:e211'
 'en:e385' 'fr:natural-and-nature-identical-flavourings' 'fr:sweeteners'
 'en:e955' 'fr:colours' 'en:e133' 'en:e330' 'en:e414' 'en:e202' 'en:e950'
 'en:e104']","['en:may-contain-palm-oil' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",[],[],"['en:beverages-and-beverages-preparations' 'en:beverages'
 'en:carbonated-drinks' 'en:sodas']",e,,Sprite,17179870769,carbonated water sugar acidifiers e e emulsifiers e e e preservatives e e e natural and nature identical flavourings sweeteners e e colours e e,carbonated water sugar acidifiers emulsifiers preservatives natural and nature identical flavourings sweeteners colours
Twist,"[{'lang': 'main', 'text': 'lall ad cab bisson Jus de fruitautit écrémé reconstitué it juice drink withconstituted skimmed milk CAl (%20 Ingrédierts Eafi, Sucre, Jusa base de purée et concentré us de fruit (Clém Orange, Ananes Pommefauit de la Passion, Ge) (20%), lait é econstitué (15%) Epasissant CM Ant Acide citrigue, Provitamine A Edulcorant: Sucralose et sulfamek, Vitamines: E,CDA ingredients Water, Sugar, Juice Made from Concentrate (20%)(Clementine Crange, Fineapple, Apple, Passion Fruit, Guava), reconstitued skrimmed Milk(15%), Thickener: CMC, Acidifier Citric Acidy Aroma, Provitamin A Sweetener: Sucralose and acesulfameKVitamin E.CD,A Se conserve à température Ambiante, Servir Froid Store at room temperature, servé chilled Fabriqué Par: AGRO JUICE PROCESSING (AJP), RES NOURIA IMM DN 26, Lot la Patrouilleuse, MEKNES, MAROC, OAJP Autoro'}
 {'lang': 'fr', 'text': 'lall ad cab bisson Jus de fruitautit écrémé reconstitué it juice drink withconstituted skimmed milk CAl (%20 Ingrédierts Eafi, Sucre, Jusa base de purée et concentré us de fruit (Clém Orange, Ananes Pommefauit de la Passion, Ge) (20%), lait é econstitué (15%) Epasissant CM Ant Acide citrigue, Provitamine A Edulcorant: Sucralose et sulfamek, Vitamines: E,CDA ingredients Water, Sugar, Juice Made from Concentrate (20%)(Clementine Crange, Fineapple, Apple, Passion Fruit, Guava), reconstitued skrimmed Milk(15%), Thickener: CMC, Acidifier Citric Acidy Aroma, Provitamin A Sweetener: Sucralose and acesulfameKVitamin E.CD,A Se conserve à température Ambiante, Servir Froid Store at room temperature, servé chilled Fabriqué Par: AGRO JUICE PROCESSING (AJP), RES NOURIA IMM DN 26, Lot la Patrouilleuse, MEKNES, MAROC, OAJP Autoro'}
 {'lang': 'fr', 'text': 'lall ad cab bisson Jus de fruitautit écrémé reconstitué it juice drink withconstituted skimmed milk CAl (%20 Ingrédierts Eafi, Sucre, Jusa base de purée et concentré us de fruit (Clém Orange, Ananes Pommefauit de la Passion, Ge) (20%), lait é econstitué (15%) Epasissant CM Ant Acide citrigue, Provitamine A Edulcorant: Sucralose et sulfamek, Vitamines: E,CDA ingredients Water, Sugar, Juice Made from Concentrate (20%)(Clementine Crange, Fineapple, <span class=""allergen"">Apple</span>, Passion Fruit, Guava), reconstitued skrimmed Milk(15%), Thickener: CMC, Acidifier Citric Acidy Aroma, Provitamin A Sweetener: Sucralose and acesulfameKVitamin E.CD,A Se conserve à température Ambiante, Servir Froid Store at room temperature, servé chilled Fabriqué Par: AGRO JUICE PROCESSING (AJP), RES NOURIA IMM DN 26, Lot la Patrouilleuse, MEKNES, MAROC, OAJP Autoro'}]","['fr:lall-ad-cab-bisson-jus-de-fruitautit-ecreme-reconstitue-it-juice-drink-withconstituted-skimmed-milk-cal'
 'fr:20-ingredierts-eafi' 'en:sugar' 'en:added-sugar' 'en:disaccharide'
 'fr:jusa-base-de-puree-et-concentre-us-de-fruit' 'fr:lait-e-econstitue'
 'fr:epasissant-cm-ant-acide-citrigue' 'fr:provitamine-a-edulcorant'
 'en:vitamins' 'fr:cda-ingredients-water' 'fr:sugar'
 'fr:juice-made-from-concentrate' 'fr:reconstitued-skrimmed-milk'
 'fr:thickener' 'fr:acidifier-citric-acidy-aroma'
 'fr:provitamin-a-sweetener' 'fr:a-se-conserve-a-temperature-ambiante'
 'fr:servir-froid-store-at-room-temperature'
 'fr:serve-chilled-fabrique-par' 'fr:res-nouria-imm-dn-26'
 'fr:lot-la-patrouilleuse' 'fr:meknes' 'fr:maroc' 'fr:oajp-autoro'
 'fr:clem-orange' 'fr:ananes-pommefauit-de-la-passion' 'fr:ge' 'en:e955'
 'fr:sulfamek' 'fr:e' 'fr:clementine-crange' 'fr:fineapple' 'fr:apple'
 'fr:passion-fruit' 'fr:guava' 'en:e466'
 'fr:sucralose-and-acesulfamekvitamin-e-cd' 'fr:agro-juice-processing'
 'fr:ajp']","['en:palm-oil-content-unknown' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",,['en:apple'],"['en:plant-based-foods-and-beverages' 'en:beverages'
 'en:plant-based-beverages' 'en:fruit-based-beverages'
 'en:juices-and-nectars' 'en:fruit-juices'
 'en:fruit-juices-from-concentrate' 'en:multifruit-juices'
 'en:multifruit-juices-from-concentrate']",unknown,100ml,Valencia,17179870774,lall ad cab bisson jus de fruitautit crm reconstitu it juice drink withconstituted skimmed milk cal ingrdierts eafi sucre jusa base de pure et concentr us de fruit clm orange ananes pommefauit de la passion ge lait econstitu epasissant cm ant acide citrigue provitamine a edulcorant sucralose et sulfamek vitamines ecda ingredients water sugar juice made from concentrate clementine crange fineapple apple passion fruit guava reconstitued skrimmed milk thickener cmc acidifier citric acidy aroma provitamin a sweetener sucralose and acesulfamekvitamin ecda se conserve temprature ambiante servir froid store at room temperature serv chilled fabriqu par agro juice processing ajp res nouria imm dn lot la patrouilleuse meknes maroc oajp autoro,lall ad cab bisson jus de fruitautit ecreme reconstitue it juice drink withconstituted skimmed milk cal ingredierts eafi jusa base de puree et concentre us de fruit lait e econstitue epasissant cm ant acide citrigue provitamine a edulcorant cda ingredients water sugar juice made from concentrate reconstitued skrimmed milk thickener acidifier citric acidy aroma provitamin a sweetener a se conserve a temperature ambiante servir froid store at room temperature serve chilled fabrique par res nouria imm dn lot la patrouilleuse meknes maroc oajp autoro clem orange ananes pommefauit de la passion ge sulfamek e clementine crange fineapple apple passion fruit guava sucralose and acesulfamekvitamin e cd agro juice processing ajp
Crunchy original,"[{'lang': 'main', 'text': ""Graisses végétales (palme), Sucre, Farine de blé, Poudre de cacao (7.16%) Poudre de lait écrémé, Poudre de lactosérum, Páte de noisette Sucrant (Dextrose), Poudres levantes (Bicarbonate de sodium E500ii), Amidon de maïs natif emulsfiants d'orgine végétale (Lecithine de soja E322, Polycinoleate de polyglycerol E476), Sel et Arôme (Vaniline).""}
 {'lang': 'fr', 'text': ""Graisses végétales (palme), Sucre, Farine de blé, Poudre de cacao (7.16%) Poudre de lait écrémé, Poudre de lactosérum, Páte de noisette Sucrant (Dextrose), Poudres levantes (Bicarbonate de sodium E500ii), Amidon de maïs natif emulsfiants d'orgine végétale (Lecithine de soja E322, Polycinoleate de polyglycerol E476), Sel et Arôme (Vaniline).""}
 {'lang': 'fr', 'text': 'Graisses végétales (palme), Sucre, Farine de <span class=""allergen"">blé</span>, Poudre de cacao (7.16%) Poudre de lait écrémé, Poudre de lactosérum, Páte de noisette Sucrant (Dextrose), Poudres levantes (Bicarbonate de sodium E500ii), Amidon de maïs natif emulsfiants d\'orgine végétale (Lecithine de soja E322, Polycinoleate de polyglycerol E476), Sel et Arôme (Vaniline).'}]","['en:vegetable-fat' 'en:oil-and-fat' 'en:vegetable-oil-and-fat' 'en:sugar'
 'en:added-sugar' 'en:disaccharide' 'en:wheat-flour' 'en:cereal'
 'en:flour' 'en:wheat' 'en:cereal-flour' 'en:cocoa-powder' 'en:plant'
 'en:cocoa' 'en:skimmed-milk-powder' 'en:dairy' 'en:milk-powder'
 'en:whey-powder' 'en:whey' 'fr:pate-de-noisette-sucrant'
 'en:raising-agent'
 'fr:amidon-de-mais-natif-emulsfiants-d-orgine-vegetale' 'en:salt'
 'en:flavouring' 'en:palm-oil' 'en:palm-oil-and-fat' 'en:dextrose'
 'en:monosaccharide' 'en:glucose' 'en:e500ii' 'en:e500' 'en:soya-lecithin'
 'en:e322' 'en:e322i' 'fr:polycinoleate-de-polyglycerol-e476'
 'fr:vaniline']",['en:palm-oil' 'en:non-vegan' 'en:vegetarian-status-unknown'],,['en:gluten' 'en:milk' 'en:soybeans'],"['en:snacks' 'en:sweet-snacks' 'en:biscuits-and-cakes'
 'en:biscuits-and-crackers' 'en:biscuits']",e,,Be,17179870783,graisses vgtales palme sucre farine de bl poudre de cacao poudre de lait crm poudre de lactosrum pte de noisette sucrant dextrose poudres levantes bicarbonate de sodium eii amidon de mas natif emulsfiants dorgine vgtale lecithine de soja e polycinoleate de polyglycerol e sel et arme vaniline,pate de noisette sucrant amidon de mais natif emulsfiants d orgine vegetale polycinoleate de polyglycerol e vaniline
Compal Nectar Multi Fruits Juice-bottle,"[{'lang': 'main', 'text': 'NECTAR MULTI TS.'}
 {'lang': 'fr', 'text': 'NECTAR MULTI TS.'}
 {'lang': 'fr', 'text': 'NECTAR MULTI TS.'}]",['fr:nectar-multi-ts'],"['en:palm-oil-content-unknown' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",[],[],['en:beverages'],e,,Compal,17179870801,nectar multi ts,nectar multi ts
Cosumar Sucre En Lingot Pour Le Thé 1 kg,"[{'lang': 'main', 'text': 'Sugar'} {'lang': 'fr', 'text': 'Sugar'}
 {'lang': 'fr', 'text': 'Sugar'}]",['fr:sugar'],"['en:palm-oil-content-unknown' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",[],[],['en:sweeteners' 'en:sugars'],e,1 kg 1000 g,COSUMAR,17179870802,sugar,sugar
Conikos,"[{'lang': 'main', 'text': ""Farine de maïs, huile végétale, fromage, substances aromatisantes, sel, exhausteurs de goût, colorants, maltodextrine, lactosérum, poudre d'oignon, poudre d'ail, sucre, agent levant""}
 {'lang': 'fr', 'text': ""Farine de maïs, huile végétale, fromage, substances aromatisantes, sel, exhausteurs de goût, colorants, maltodextrine, lactosérum, poudre d'oignon, poudre d'ail, sucre, agent levant""}
 {'lang': 'fr', 'text': 'Farine de maïs, huile végétale, <span class=""allergen"">fromage</span>, substances aromatisantes, sel, exhausteurs de goût, colorants, maltodextrine, <span class=""allergen"">lactosérum</span>, poudre d\'oignon, poudre d\'ail, sucre, agent levant'}]","['en:corn-flour' 'en:cereal' 'en:flour' 'en:corn' 'en:vegetable-oil'
 'en:oil-and-fat' 'en:vegetable-oil-and-fat' 'en:cheese' 'en:dairy'
 'fr:substances-aromatisantes' 'en:salt' 'en:flavour-enhancer' 'en:colour'
 'en:maltodextrin' 'en:whey' 'en:onion' 'en:vegetable' 'en:root-vegetable'
 'en:onion-family-vegetable' 'en:garlic' 'en:sugar' 'en:added-sugar'
 'en:disaccharide' 'en:raising-agent']",['en:may-contain-palm-oil' 'en:non-vegan' 'en:vegetarian-status-unknown'],,['en:milk'],"['en:snacks' 'en:salty-snacks' 'en:appetizers' 'en:chips-and-fries'
 'en:crisps' 'en:corn-chips']",e,,,17179870804,farine de mas huile vgtale fromage substances aromatisantes sel exhausteurs de got colorants maltodextrine lactosrum poudre doignon poudre dail sucre agent levant,substances aromatisantes
Ice orange,"[{'lang': 'main', 'text': ""Boisson gazeuse à base d'extraits arômatiques d'orange. eau gazéifée, sucre, acidifiant E 330, extraits arômatique naturels, extraits d'agrumes, stabilisants E414, E445, colorants E124, E 102, E110, conservateurE 211.""}
 {'lang': 'fr', 'text': ""Boisson gazeuse à base d'extraits arômatiques d'orange. eau gazéifée, sucre, acidifiant E 330, extraits arômatique naturels, extraits d'agrumes, stabilisants E414, E445, colorants E124, E 102, E110, conservateurE 211.""}
 {'lang': 'fr', 'text': ""Boisson gazeuse à base d'extraits arômatiques d'orange. eau gazéifée, sucre, acidifiant E 330, extraits arômatique naturels, extraits d'agrumes, stabilisants E414, E445, colorants E124, E 102, E110, conservateurE 211.""}]","['fr:boisson-gazeuse-a-base-d-extraits-aromatiques-d-orange'
 'fr:eau-gazeifee' 'en:sugar' 'en:added-sugar' 'en:disaccharide' 'en:acid'
 'fr:extraits-aromatique-naturels' 'en:citrus-fruit-extract' 'en:fruit'
 'en:citrus-fruit' 'en:extract' 'en:fruit-extract' 'en:stabiliser'
 'en:e445' 'en:colour' 'en:e102' 'en:e110' 'fr:conservateure-211'
 'en:e330' 'en:e414' 'en:e124']","['en:palm-oil-content-unknown' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",,[],['ar:soft-drinks'],c,1.5 L,ice,17179870831,boisson gazeuse base dextraits armatiques dorange eau gazife sucre acidifiant e extraits armatique naturels extraits dagrumes stabilisants e e colorants e e e conservateure ,boisson gazeuse a base d extraits aromatiques d orange eau gazeifee extraits aromatique naturels conservateure 
Jutos,"[{'lang': 'main', 'text': ""Eau, jus d'orange, sucre, acidifiant: acide citrique, épaississant: pectine, carboxyméthylcellulose, vitamine C, arôme, benzoate de sodium, colorant naturel: Béta carotène.\r\n*Teneur en fruits: 12%""}
 {'lang': 'fr', 'text': ""Eau, jus d'orange, sucre, acidifiant: acide citrique, épaississant: pectine, carboxyméthylcellulose, vitamine C, arôme, benzoate de sodium, colorant naturel: Béta carotène.\r\n*Teneur en fruits: 12%""}
 {'lang': 'fr', 'text': ""Eau, jus d'orange, sucre, acidifiant: acide citrique, épaississant: pectine, carboxyméthylcellulose, vitamine C, arôme, benzoate de sodium, colorant naturel: Béta carotène.\r\n*Teneur en fruits: 12%""}]","['en:water' 'en:orange-juice' 'en:fruit' 'en:citrus-fruit' 'en:juice'
 'en:fruit-juice' 'en:orange' 'en:sugar' 'en:added-sugar'
 'en:disaccharide' 'en:acid' 'en:thickener' 'en:e466' 'en:e300'
 'en:flavouring' 'en:e211' 'en:natural-colours' 'en:colour' 'en:e330'
 'en:e440a' 'en:e160ai' 'en:e160a' 'fr:teneur-en-fruits']","['en:may-contain-palm-oil' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",[],[],['en:jus'],c,,,17179870842,eau jus dorange sucre acidifiant acide citrique paississant pectine carboxymthylcellulose vitamine c arme benzoate de sodium colorant naturel bta carotne teneur en fruits ,teneur en fruits
Sahara Gold Biere,"[{'lang': 'main', 'text': ""Water, barley malt, maize, barley, hop colour E150c, stabiliser E405. \r\nIngrédients: eau, malt d'orge, maïs, orge, houblon, colorant E150c, stabilisant E405.""}
 {'lang': 'fr', 'text': 'Water, barley malt, maize, <span class=""allergen"">barley</span>, hop colour E150c, stabiliser E405. \r\nIngrédients: eau, <span class=""allergen"">malt d\'orge</span>, maïs, <span class=""allergen"">orge</span>, houblon, colorant E150c, stabilisant E405.'}
 {'lang': 'fr', 'text': ""Water, barley malt, maize, barley, hop colour E150c, stabiliser E405. \r\nIngrédients: eau, malt d'orge, maïs, orge, houblon, colorant E150c, stabilisant E405.""}]","['fr:water' 'fr:barley-malt' 'fr:maize' 'fr:barley' 'fr:hop-colour-e150c'
 'fr:stabiliser-e405' 'fr:ingredients' 'en:malted-barley' 'en:cereal'
 'en:malt' 'en:corn' 'en:barley' 'en:hops' 'en:plant' 'en:colour'
 'en:stabiliser' 'en:water' 'en:e150a' 'en:e405']","['en:palm-oil-content-unknown' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",[],['en:gluten'],['en:beverages' 'en:alcoholic-beverages' 'en:beers' 'en:lagers'],not-applicable,330ml,Sahara Gold,17179870847,water barley malt maize barley hop colour ec stabiliser e ingrdients eau malt dorge mas orge houblon colorant ec stabilisant e,water barley malt maize barley hop colour ec stabiliser e ingredients
chewing-gum sans sucre à la menthe verte,"[{'lang': 'main', 'text': ""Edulcorants (sorbitol, maltitol, xylitol, sirop de maltitol, acésulfame-K), gomme base agents de charge (cabonate de calcium, phosphate dicalcique), arômes, épaississant (gomme arabique), correcteur d'acidité (carbonate acide de sodium), émulsifiant (lécithine de tournesol), exhausteur de goût (acétate de zinc), agent d’enrobage (cire de carnauba )""}
 {'lang': 'fr', 'text': ""Edulcorants (sorbitol, maltitol, xylitol, sirop de maltitol, acésulfame-K), gomme base agents de charge (cabonate de calcium, phosphate dicalcique), arômes, épaississant (gomme arabique), correcteur d'acidité (carbonate acide de sodium), émulsifiant (lécithine de tournesol), exhausteur de goût (acétate de zinc), agent d’enrobage (cire de carnauba )""}
 {'lang': 'fr', 'text': ""Edulcorants (sorbitol, maltitol, xylitol, sirop de maltitol, acésulfame-K), gomme base agents de charge (cabonate de calcium, phosphate dicalcique), arômes, épaississant (gomme arabique), correcteur d'acidité (carbonate acide de sodium), émulsifiant (lécithine de tournesol), exhausteur de goût (acétate de zinc), agent d’enrobage (cire de carnauba )""}]","['en:sweetener' 'fr:gomme-base-agents-de-charge' 'en:flavouring'
 'en:thickener' 'en:acidity-regulator' 'en:emulsifier'
 'en:flavour-enhancer' 'en:glazing-agent' 'en:e420' 'en:e965' 'en:e967'
 'en:e965ii' 'en:e950' 'fr:cabonate-de-calcium' 'en:e341' 'en:e414'
 'en:e500ii' 'en:e500' 'en:sunflower-lecithin' 'en:e322' 'en:e322i'
 'en:e650' 'en:e903']","['en:palm-oil-free' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",[],[],"['en:snacks' 'en:sweet-snacks' 'en:confectioneries' 'en:chewing-gum'
 'en:sugar-free-chewing-gum']",not-applicable,60g,hyperbon,17179870886,edulcorants sorbitol maltitol xylitol sirop de maltitol acsulfame k gomme base agents de charge cabonate de calcium phosphate dicalcique armes paississant gomme arabique correcteur dacidit carbonate acide de sodium mulsifiant lcithine de tournesol exhausteur de got actate de zinc agent denrobage cire de carnauba ,gomme base agents de charge cabonate de calcium
